Date,Open,High,Low,Close,Volume,Adj Close
2009/6/1,923.26,947.77,923.26,942.87,6370440000,942.87
2009/6/2,942.87,949.38,938.46,944.74,5987340000,944.74
2009/6/3,942.51,942.51,923.85,931.76,5323770000,931.76
2009/6/4,932.49,942.47,929.32,942.46,5352890000,942.46
2009/6/5,945.67,951.69,934.13,940.09,5277910000,940.09
2009/6/6,,,,,,
2009/6/7,,,,,,
2009/6/8,938.12,946.33,926.44,939.14,4483430000,939.14
2009/6/9,940.35,946.92,936.15,942.43,4439950000,942.43
2009/6/10,942.73,949.77,927.97,939.15,5379420000,939.15
2009/6/11,939.04,956.23,939.04,944.89,5500840000,944.89
2009/6/12,943.44,946.3,935.66,946.21,4528120000,946.21
2009/6/13,,,,,,
2009/6/14,,,,,,
2009/6/15,942.45,942.45,919.65,923.72,4697880000,923.72
2009/6/16,925.6,928,911.6,911.97,4951200000,911.97
2009/6/17,911.89,918.44,903.78,910.71,5523650000,910.71
2009/6/18,910.86,921.93,907.94,918.37,4684010000,918.37
2009/6/19,919.96,927.09,915.8,921.23,5713390000,921.23
2009/6/20,,,,,,
2009/6/21,,,,,,
2009/6/22,918.13,918.13,893.04,893.04,4903940000,893.04
2009/6/23,893.46,898.69,888.86,895.1,5071020000,895.1
2009/6/24,896.31,910.85,896.31,900.94,4636720000,900.94
2009/6/25,899.45,921.42,896.27,920.26,4911240000,920.26
2009/6/26,918.84,922,913.03,918.9,6076660000,918.9
2009/6/27,,,,,,
2009/6/28,,,,,,
2009/6/29,919.86,927.99,916.18,927.23,4211760000,927.23
2009/6/30,927.15,930.01,912.86,919.32,4627570000,919.32
2009/7/1,920.82,931.92,920.82,923.33,3919400000,923.33
2009/7/2,921.24,921.24,896.42,896.42,3931000000,896.42
2009/7/3,,,,,,
2009/7/4,,,,,,
2009/7/5,,,,,,
2009/7/6,894.27,898.72,886.36,898.72,4712580000,898.72
2009/7/7,898.6,898.6,879.93,881.03,4673300000,881.03
2009/7/8,881.9,886.8,869.32,879.56,5721780000,879.56
2009/7/9,881.28,887.86,878.45,882.68,4347170000,882.68
2009/7/10,880.03,883.57,872.81,879.13,3912080000,879.13
2009/7/11,,,,,,
2009/7/12,,,,,,
2009/7/13,879.57,901.05,875.32,901.05,4499440000,901.05
2009/7/14,900.77,905.84,896.5,905.84,4149030000,905.84
2009/7/15,910.15,933.95,910.15,932.68,5238830000,932.68
2009/7/16,930.17,943.96,927.45,940.74,4898640000,940.74
2009/7/17,940.56,941.89,934.65,940.38,5141380000,940.38
2009/7/18,,,,,,
2009/7/19,,,,,,
2009/7/20,942.07,951.62,940.99,951.13,4853150000,951.13
2009/7/21,951.97,956.53,943.22,954.58,5309300000,954.58
2009/7/22,953.4,959.83,947.75,954.07,4634100000,954.07
2009/7/23,954.07,979.42,953.27,976.29,5761650000,976.29
2009/7/24,972.16,979.79,965.95,979.26,4458300000,979.26
2009/7/25,,,,,,
2009/7/26,,,,,,
2009/7/27,978.63,982.49,972.29,982.18,4631290000,982.18
2009/7/28,981.48,982.35,969.35,979.62,5490350000,979.62
2009/7/29,977.66,977.76,968.65,975.15,5178770000,975.15
2009/7/30,976.01,996.68,976.01,986.75,6035180000,986.75
2009/7/31,986.8,993.18,982.85,987.48,5139070000,987.48
2009/8/1,,,,,,
2009/8/2,,,,,,
2009/8/3,990.22,1003.61,990.22,1002.63,5603440000,1002.63
2009/8/4,1001.41,1007.12,996.68,1005.65,5713700000,1005.65
2009/8/5,1005.41,1006.64,994.31,1002.72,7242120000,1002.72
2009/8/6,1004.06,1008,992.49,997.08,6753380000,997.08
2009/8/7,999.83,1018,999.83,1010.48,6827089600,1010.48
2009/8/8,,,,,,
2009/8/9,,,,,,
2009/8/10,1008.89,1010.12,1000.99,1007.1,5406080000,1007.1
2009/8/11,1005.77,1005.77,992.4,994.35,5773160000,994.35
2009/8/12,994,1012.78,993.36,1005.81,5498170000,1005.81
2009/8/13,1005.86,1013.14,1000.82,1012.73,5250660000,1012.73
2009/8/14,1012.23,1012.6,994.6,1004.09,4940750000,1004.09
2009/8/15,,,,,,
2009/8/16,,,,,,
2009/8/17,998.18,998.18,978.51,979.73,4088570000,979.73
2009/8/18,980.62,991.2,980.62,989.67,4198970000,989.67
2009/8/19,986.88,999.61,980.62,996.46,4257000000,996.46
2009/8/20,996.41,1008.92,996.39,1007.37,4893160000,1007.37
2009/8/21,1009.06,1027.59,1009.06,1026.13,5885550000,1026.13
2009/8/22,,,,,,
2009/8/23,,,,,,
2009/8/24,1026.59,1035.82,1022.48,1025.57,6302450000,1025.57
2009/8/25,1026.63,1037.75,1026.21,1028,5768740000,1028
2009/8/26,1027.35,1032.47,1021.57,1028.12,5080060000,1028.12
2009/8/27,1027.81,1033.33,1016.2,1030.98,5785880000,1030.98
2009/8/28,1031.62,1039.47,1023.13,1028.93,5785780000,1028.93
2009/8/29,,,,,,
2009/8/30,,,,,,
2009/8/31,1025.21,1025.21,1014.62,1020.62,5004560000,1020.62
2009/9/1,1019.52,1028.45,996.28,998.04,6862360000,998.04
2009/9/2,996.07,1000.34,991.97,994.75,5842730000,994.75
2009/9/3,996.12,1003.43,992.25,1003.24,4624280000,1003.24
2009/9/4,1003.84,1016.48,1001.65,1016.4,4097370000,1016.4
2009/9/5,,,,,,
2009/9/6,,,,,,
2009/9/7,,,,,,
2009/9/8,1018.67,1026.07,1018.67,1025.39,5235160000,1025.39
2009/9/9,1025.36,1036.34,1023.97,1033.37,5202550000,1033.37
2009/9/10,1032.99,1044.14,1028.04,1044.14,5191380000,1044.14
2009/9/11,1043.92,1048.18,1038.4,1042.73,4922600000,1042.73
2009/9/12,,,,,,
2009/9/13,,,,,,
2009/9/14,1040.15,1049.74,1035,1049.34,4979610000,1049.34
2009/9/15,1049.03,1056.04,1043.42,1052.63,6185620000,1052.63
2009/9/16,1053.99,1068.76,1052.87,1068.76,6793529600,1068.76
2009/9/17,1067.87,1074.77,1061.2,1065.49,6668110000,1065.49
2009/9/18,1066.6,1071.52,1064.27,1068.3,5607970000,1068.3
2009/9/19,,,,,,
2009/9/20,,,,,,
2009/9/21,1067.14,1067.28,1057.46,1064.66,4615280000,1064.66
2009/9/22,1066.35,1073.81,1066.35,1071.66,5246600000,1071.66
2009/9/23,1072.69,1080.15,1060.39,1060.87,5531930000,1060.87
2009/9/24,1062.56,1066.29,1045.85,1050.78,5505610000,1050.78
2009/9/25,1049.48,1053.47,1041.17,1044.38,4507090000,1044.38
2009/9/26,,,,,,
2009/9/27,,,,,,
2009/9/28,1045.38,1065.13,1045.38,1062.98,3726950000,1062.98
2009/9/29,1063.69,1069.62,1057.83,1060.61,4949900000,1060.61
2009/9/30,1061.02,1063.4,1046.47,1057.08,5998860000,1057.08
2009/10/1,1054.91,1054.91,1029.45,1029.85,5791450000,1029.85
2009/10/2,1029.71,1030.6,1019.95,1025.21,5583240000,1025.21
2009/10/3,,,,,,
2009/10/4,,,,,,
2009/10/5,1026.87,1042.58,1025.92,1040.46,4313310000,1040.46
2009/10/6,1042.02,1060.55,1042.02,1054.72,5029840000,1054.72
2009/10/7,1053.65,1058.02,1050.1,1057.58,4238220000,1057.58
2009/10/8,1060.03,1070.67,1060.03,1065.48,4988400000,1065.48
2009/10/9,1065.28,1071.51,1063,1071.49,3763780000,1071.49
2009/10/10,,,,,,
2009/10/11,,,,,,
2009/10/12,1071.63,1079.46,1071.63,1076.19,3710430000,1076.19
2009/10/13,1074.96,1075.3,1066.71,1073.19,4320480000,1073.19
2009/10/14,1078.68,1093.17,1078.68,1092.02,5406420000,1092.02
2009/10/15,1090.36,1096.56,1086.41,1096.56,5369780000,1096.56
2009/10/16,1094.67,1094.67,1081.53,1087.68,4894740000,1087.68
2009/10/17,,,,,,
2009/10/18,,,,,,
2009/10/19,1088.22,1100.17,1086.48,1097.91,4619240000,1097.91
2009/10/20,1098.64,1098.64,1086.16,1091.06,5396930000,1091.06
2009/10/21,1090.36,1101.36,1080.77,1081.4,5616290000,1081.4
2009/10/22,1080.96,1095.21,1074.31,1092.91,5192410000,1092.91
2009/10/23,1095.62,1095.83,1075.49,1079.6,4767460000,1079.6
2009/10/24,,,,,,
2009/10/25,,,,,,
2009/10/26,1080.36,1091.75,1065.23,1066.95,6363380000,1066.95
2009/10/27,1067.54,1072.48,1060.62,1063.41,5337380000,1063.41
2009/10/28,1061.51,1063.26,1042.19,1042.63,6600350000,1042.63
2009/10/29,1043.69,1066.83,1043.69,1066.11,5595040000,1066.11
2009/10/30,1065.41,1065.41,1033.38,1036.19,6512420000,1036.19
2009/10/31,,,,,,
2009/11/1,,,,,,
2009/11/2,1036.18,1052.18,1029.38,1042.88,6202640000,1042.88
2009/11/3,1040.92,1046.36,1033.94,1045.41,5487500000,1045.41
2009/11/4,1047.14,1061,1045.15,1046.5,5635510000,1046.5
2009/11/5,1047.3,1066.65,1047.3,1066.63,4848350000,1066.63
2009/11/6,1064.95,1071.48,1059.32,1069.3,4277130000,1069.3
2009/11/7,,,,,,
2009/11/8,,,,,,
2009/11/9,1072.31,1093.19,1072.31,1093.08,4460030000,1093.08
2009/11/10,1091.86,1096.42,1087.4,1093.01,4394770000,1093.01
2009/11/11,1096.04,1105.37,1093.81,1098.51,4286700000,1098.51
2009/11/12,1098.31,1101.97,1084.9,1087.24,4160250000,1087.24
2009/11/13,1087.59,1097.79,1085.33,1093.48,3792610000,1093.48
2009/11/14,,,,,,
2009/11/15,,,,,,
2009/11/16,1094.13,1113.69,1094.13,1109.3,4565850000,1109.3
2009/11/17,1109.22,1110.52,1102.19,1110.32,3824070000,1110.32
2009/11/18,1109.44,1111.1,1102.7,1109.8,4293340000,1109.8
2009/11/19,1106.44,1106.44,1088.4,1094.9,4178030000,1094.9
2009/11/20,1094.66,1094.66,1086.81,1091.38,3751230000,1091.38
2009/11/21,,,,,,
2009/11/22,,,,,,
2009/11/23,1094.86,1112.38,1094.86,1106.24,3827920000,1106.24
2009/11/24,1105.83,1107.56,1097.63,1105.65,3700820000,1105.65
2009/11/25,1106.49,1111.18,1104.75,1110.63,3036350000,1110.63
2009/11/26,,,,,,
2009/11/27,1105.47,1105.47,1083.74,1091.49,2362910000,1091.49
2009/11/28,,,,,,
2009/11/29,,,,,,
2009/11/30,1091.07,1097.24,1086.25,1095.63,3895520000,1095.63
2009/12/1,1098.89,1112.28,1098.89,1108.86,4249310000,1108.86
2009/12/2,1109.03,1115.58,1105.29,1109.24,3941340000,1109.24
2009/12/3,1110.59,1117.28,1098.74,1099.92,4810030000,1099.92
2009/12/4,1100.43,1119.13,1096.52,1105.98,5781140000,1105.98
2009/12/5,,,,,,
2009/12/6,,,,,,
2009/12/7,1105.52,1110.72,1100.83,1103.25,4103360000,1103.25
2009/12/8,1103.04,1103.04,1088.61,1091.94,4748030000,1091.94
2009/12/9,1091.07,1097.04,1085.89,1095.95,4115410000,1095.95
2009/12/10,1098.69,1106.25,1098.69,1102.35,3996490000,1102.35
2009/12/11,1103.96,1108.5,1101.34,1106.41,3791090000,1106.41
2009/12/12,,,,,,
2009/12/13,,,,,,
2009/12/14,1107.84,1114.76,1107.84,1114.11,4548490000,1114.11
2009/12/15,1114.11,1114.11,1105.35,1107.93,5045100000,1107.93
2009/12/16,1108.61,1116.21,1107.96,1109.18,4829820000,1109.18
2009/12/17,1106.36,1106.36,1095.88,1096.08,7615070400,1096.08
2009/12/18,1097.86,1103.74,1093.88,1102.47,6325890000,1102.47
2009/12/19,,,,,,
2009/12/20,,,,,,
2009/12/21,1105.31,1117.68,1105.31,1114.05,3977340000,1114.05
2009/12/22,1114.51,1120.27,1114.51,1118.02,3641130000,1118.02
2009/12/23,1118.84,1121.58,1116,1120.59,3166870000,1120.59
2009/12/24,1121.08,1126.48,1121.08,1126.48,1267710000,1126.48
2009/12/25,,,,,,
2009/12/26,,,,,,
2009/12/27,,,,,,
2009/12/28,1127.53,1130.38,1123.51,1127.78,2716400000,1127.78
2009/12/29,1128.55,1130.38,1126.08,1126.2,2491020000,1126.2
2009/12/30,1125.53,1126.42,1121.94,1126.42,2277300000,1126.42
2009/12/31,1126.6,1127.64,1114.81,1115.1,2076990000,1115.1
2010/1/1,,,,,,
2010/1/2,,,,,,
2010/1/3,,,,,,
2010/1/4,1116.56,1133.87,1116.56,1132.99,3991400000,1132.99
2010/1/5,1132.66,1136.63,1129.66,1136.52,2491020000,1136.52
2010/1/6,1135.71,1139.19,1133.95,1137.14,4972660000,1137.14
2010/1/7,1136.27,1142.46,1131.32,1141.69,5270680000,1141.69
2010/1/8,1140.52,1145.39,1136.22,1144.98,4389590000,1144.98
2010/1/9,,,,,,
2010/1/10,,,,,,
2010/1/11,1145.96,1149.74,1142.02,1146.98,4255780000,1146.98
2010/1/12,1143.81,1143.81,1131.77,1136.22,4716160000,1136.22
2010/1/13,1137.31,1148.4,1133.18,1145.68,4170360000,1145.68
2010/1/14,1145.68,1150.41,1143.8,1148.46,3915200000,1148.46
2010/1/15,1147.72,1147.77,1131.39,1136.03,4758730000,1136.03
2010/1/16,,,,,,
2010/1/17,,,,,,
2010/1/18,,,,,,
2010/1/19,1136.03,1150.45,1135.77,1150.23,4724830000,1150.23
2010/1/20,1147.95,1147.95,1129.25,1138.04,4810560000,1138.04
2010/1/21,1138.68,1141.58,1114.84,1116.48,6874289600,1116.48
2010/1/22,1115.49,1115.49,1090.18,1091.76,6208650000,1091.76
2010/1/23,,,,,,
2010/1/24,,,,,,
2010/1/25,1092.4,1102.97,1092.4,1096.78,4481390000,1096.78
2010/1/26,1095.8,1103.69,1089.86,1092.17,4731910000,1092.17
2010/1/27,1091.94,1099.51,1083.11,1097.5,5319120000,1097.5
2010/1/28,1096.93,1100.22,1078.46,1084.53,5452400000,1084.53
2010/1/29,1087.61,1096.45,1071.59,1073.87,5412850000,1073.87
2010/1/30,,,,,,
2010/1/31,,,,,,
2010/2/1,1073.89,1089.38,1073.89,1089.19,4077610000,1089.19
2010/2/2,1090.05,1104.73,1087.96,1103.32,4749540000,1103.32
2010/2/3,1100.67,1102.72,1093.97,1097.28,4285450000,1097.28
2010/2/4,1097.25,1097.25,1062.78,1063.11,5859690000,1063.11
2010/2/5,1064.12,1067.13,1044.5,1066.19,6438900000,1066.19
2010/2/6,,,,,,
2010/2/7,,,,,,
2010/2/8,1065.51,1071.2,1056.51,1056.74,4089820000,1056.74
2010/2/9,1060.06,1079.28,1060.06,1070.52,5114260000,1070.52
2010/2/10,1069.68,1073.67,1059.34,1068.13,4251450000,1068.13
2010/2/11,1067.1,1080.04,1060.59,1078.47,4400870000,1078.47
2010/2/12,1075.95,1077.81,1062.97,1075.51,4160680000,1075.51
2010/2/13,,,,,,
2010/2/14,,,,,,
2010/2/15,,,,,,
2010/2/16,1079.13,1095.67,1079.13,1094.87,4080770000,1094.87
2010/2/17,1096.14,1101.03,1094.72,1099.51,4259230000,1099.51
2010/2/18,1099.03,1108.24,1097.48,1106.75,3878620000,1106.75
2010/2/19,1105.49,1112.42,1100.8,1109.17,3944280000,1109.17
2010/2/20,,,,,,
2010/2/21,,,,,,
2010/2/22,1110,1112.29,1105.38,1108.01,3814440000,1108.01
2010/2/23,1107.49,1108.58,1092.18,1094.6,4521050000,1094.6
2010/2/24,1095.89,1106.42,1095.5,1105.24,4168360000,1105.24
2010/2/25,1101.24,1103.5,1086.02,1102.94,4521130000,1102.94
2010/2/26,1103.1,1107.24,1097.56,1104.49,3945190000,1104.49
2010/2/27,,,,,,
2010/2/28,,,,,,
2010/3/1,1105.36,1116.11,1105.36,1115.71,3847640000,1115.71
2010/3/2,1117.01,1123.46,1116.51,1118.31,4134680000,1118.31
2010/3/3,1119.36,1125.64,1116.58,1118.79,3951320000,1118.79
2010/3/4,1119.12,1123.73,1116.66,1122.97,3945010000,1122.97
2010/3/5,1125.12,1139.38,1125.12,1138.7,4133000000,1138.7
2010/3/6,,,,,,
2010/3/7,,,,,,
2010/3/8,1138.4,1141.05,1136.77,1138.5,3774680000,1138.5
2010/3/9,1137.56,1145.37,1134.9,1140.45,5185570000,1140.45
2010/3/10,1140.22,1148.26,1140.09,1145.61,5469120000,1145.61
2010/3/11,1143.96,1150.24,1138.99,1150.24,4669060000,1150.24
2010/3/12,1151.71,1153.41,1146.97,1149.99,4928160000,1149.99
2010/3/13,,,,,,
2010/3/14,,,,,,
2010/3/15,1148.53,1150.98,1141.45,1150.51,4164110000,1150.51
2010/3/16,1150.83,1160.28,1150.35,1159.46,4369770000,1159.46
2010/3/17,1159.94,1169.84,1159.94,1166.21,4963200000,1166.21
2010/3/18,1166.13,1167.77,1161.16,1165.83,4234510000,1165.83
2010/3/19,1166.68,1169.2,1155.33,1159.9,5212410000,1159.9
2010/3/20,,,,,,
2010/3/21,,,,,,
2010/3/22,1157.25,1167.82,1152.88,1165.81,4261680000,1165.81
2010/3/23,1166.47,1174.72,1163.83,1174.17,4411640000,1174.17
2010/3/24,1172.7,1173.04,1166.01,1167.72,4705750000,1167.72
2010/3/25,1170.03,1180.69,1165.09,1165.73,5668900000,1165.73
2010/3/26,1167.58,1173.93,1161.48,1166.59,4708420000,1166.59
2010/3/27,,,,,,
2010/3/28,,,,,,
2010/3/29,1167.71,1174.85,1167.71,1173.22,4375580000,1173.22
2010/3/30,1173.75,1177.83,1168.92,1173.27,4085000000,1173.27
2010/3/31,1171.75,1174.56,1165.77,1169.43,4484340000,1169.43
2010/4/1,1171.23,1181.43,1170.69,1178.1,4006870000,1178.1
2010/4/2,,,,,,
2010/4/3,,,,,,
2010/4/4,,,,,,
2010/4/5,1178.71,1187.73,1178.71,1187.44,3881620000,1187.44
2010/4/6,1186.01,1191.8,1182.77,1189.44,4086180000,1189.44
2010/4/7,1188.23,1189.6,1177.25,1182.45,5101430000,1182.45
2010/4/8,1181.75,1188.55,1175.12,1186.44,4726970000,1186.44
2010/4/9,1187.47,1194.66,1187.15,1194.37,4511570000,1194.37
2010/4/10,,,,,,
2010/4/11,,,,,,
2010/4/12,1194.94,1199.2,1194.71,1196.48,4607090000,1196.48
2010/4/13,1195.94,1199.04,1188.82,1197.3,5403580000,1197.3
2010/4/14,1198.69,1210.65,1198.69,1210.65,5760040000,1210.65
2010/4/15,1210.77,1213.92,1208.5,1211.67,5995330000,1211.67
2010/4/16,1210.17,1210.17,1186.77,1192.13,8108470400,1192.13
2010/4/17,,,,,,
2010/4/18,,,,,,
2010/4/19,1192.06,1197.87,1183.68,1197.52,6597740000,1197.52
2010/4/20,1199.04,1208.58,1199.04,1207.17,5316590000,1207.17
2010/4/21,1207.16,1210.99,1198.85,1205.94,5724310000,1205.94
2010/4/22,1202.52,1210.27,1190.19,1208.67,6035780000,1208.67
2010/4/23,1207.87,1217.28,1205.1,1217.28,5326060000,1217.28
2010/4/24,,,,,,
2010/4/25,,,,,,
2010/4/26,1217.07,1219.8,1211.07,1212.05,5647760000,1212.05
2010/4/27,1209.92,1211.38,1181.62,1183.71,7454540000,1183.71
2010/4/28,1184.59,1195.05,1181.81,1191.36,6342310000,1191.36
2010/4/29,1193.3,1209.36,1193.3,1206.78,6059410000,1206.78
2010/4/30,1206.77,1207.99,1186.32,1186.69,6048260000,1186.69
2010/5/1,,,,,,
2010/5/2,,,,,,
2010/5/3,1188.58,1205.13,1188.58,1202.26,4938050000,1202.26
2010/5/4,1197.5,1197.5,1168.12,1173.6,6594720000,1173.6
2010/5/5,1169.24,1175.95,1158.15,1165.87,6795940000,1165.87
2010/5/6,1164.38,1167.58,1065.79,1128.15,10617809600,1128.15
2010/5/7,1127.04,1135.13,1094.15,1110.88,9472910400,1110.88
2010/5/8,,,,,,
2010/5/9,,,,,,
2010/5/10,1122.27,1163.85,1122.27,1159.73,6893700000,1159.73
2010/5/11,1156.39,1170.48,1147.71,1155.79,5842550000,1155.79
2010/5/12,1155.43,1172.87,1155.43,1171.67,5225460000,1171.67
2010/5/13,1170.04,1173.57,1156.14,1157.44,4870640000,1157.44
2010/5/14,1157.19,1157.19,1126.14,1135.68,6126400000,1135.68
2010/5/15,,,,,,
