Date,Open,High,Low,Close,Volume,Adj Close
2009/5/17,,,,,,
2009/5/18,886.07,924.6,879.61,887,6339728000,887
2009/5/19,,,,,,
2009/5/20,,,,,,
2009/5/21,,,,,,
2009/5/22,,,,,,
2009/5/23,,,,,,
2009/5/24,,,,,,
2009/5/25,,,,,,
2009/5/26,887,920.02,881.46,919.14,5788812500,919.14
2009/5/27,,,,,,
2009/5/28,,,,,,
2009/5/29,,,,,,
2009/5/30,,,,,,
2009/5/31,,,,,,
2009/6/1,923.26,951.69,923.26,940.09,5662470000,940.09
2009/6/2,,,,,,
2009/6/3,,,,,,
2009/6/4,,,,,,
2009/6/5,,,,,,
2009/6/6,,,,,,
2009/6/7,,,,,,
2009/6/8,938.12,956.23,926.44,946.21,4866352000,946.21
2009/6/9,,,,,,
2009/6/10,,,,,,
2009/6/11,,,,,,
2009/6/12,,,,,,
2009/6/13,,,,,,
2009/6/14,,,,,,
2009/6/15,942.45,942.45,903.78,921.23,5114026000,921.23
2009/6/16,,,,,,
2009/6/17,,,,,,
2009/6/18,,,,,,
2009/6/19,,,,,,
2009/6/20,,,,,,
2009/6/21,,,,,,
2009/6/22,918.13,922,888.86,918.9,5119916000,918.9
2009/6/23,,,,,,
2009/6/24,,,,,,
2009/6/25,,,,,,
2009/6/26,,,,,,
2009/6/27,,,,,,
2009/6/28,,,,,,
2009/6/29,919.86,931.92,896.42,896.42,4172432500,896.42
2009/6/30,,,,,,
2009/7/1,,,,,,
2009/7/2,,,,,,
2009/7/3,,,,,,
2009/7/4,,,,,,
2009/7/5,,,,,,
2009/7/6,894.27,898.72,869.32,879.13,4673382000,879.13
2009/7/7,,,,,,
2009/7/8,,,,,,
2009/7/9,,,,,,
2009/7/10,,,,,,
2009/7/11,,,,,,
2009/7/12,,,,,,
2009/7/13,879.57,943.96,875.32,940.38,4785464000,940.38
2009/7/14,,,,,,
2009/7/15,,,,,,
2009/7/16,,,,,,
2009/7/17,,,,,,
2009/7/18,,,,,,
2009/7/19,,,,,,
2009/7/20,942.07,979.79,940.99,979.26,5003300000,979.26
2009/7/21,,,,,,
2009/7/22,,,,,,
2009/7/23,,,,,,
2009/7/24,,,,,,
2009/7/25,,,,,,
2009/7/26,,,,,,
2009/7/27,978.63,996.68,968.65,987.48,5294932000,987.48
2009/7/28,,,,,,
2009/7/29,,,,,,
2009/7/30,,,,,,
2009/7/31,,,,,,
2009/8/1,,,,,,
2009/8/2,,,,,,
2009/8/3,990.22,1018,990.22,1010.48,6427945900,1010.48
2009/8/4,,,,,,
2009/8/5,,,,,,
2009/8/6,,,,,,
2009/8/7,,,,,,
2009/8/8,,,,,,
2009/8/9,,,,,,
2009/8/10,1008.89,1013.14,992.4,1004.09,5373764000,1004.09
2009/8/11,,,,,,
2009/8/12,,,,,,
2009/8/13,,,,,,
2009/8/14,,,,,,
2009/8/15,,,,,,
2009/8/16,,,,,,
2009/8/17,998.18,1027.59,978.51,1026.13,4664650000,1026.13
2009/8/18,,,,,,
2009/8/19,,,,,,
2009/8/20,,,,,,
2009/8/21,,,,,,
2009/8/22,,,,,,
2009/8/23,,,,,,
2009/8/24,1026.59,1039.47,1016.2,1028.93,5744582000,1028.93
2009/8/25,,,,,,
2009/8/26,,,,,,
2009/8/27,,,,,,
2009/8/28,,,,,,
2009/8/29,,,,,,
2009/8/30,,,,,,
2009/8/31,1025.21,1028.45,991.97,1016.4,5286260000,1016.4
2009/9/1,,,,,,
2009/9/2,,,,,,
2009/9/3,,,,,,
2009/9/4,,,,,,
2009/9/5,,,,,,
2009/9/6,,,,,,
2009/9/7,,,,,,
2009/9/8,1018.67,1048.18,1018.67,1042.73,5137922500,1042.73
2009/9/9,,,,,,
2009/9/10,,,,,,
2009/9/11,,,,,,
2009/9/12,,,,,,
2009/9/13,,,,,,
2009/9/14,1040.15,1074.77,1035,1068.3,6046967900,1068.3
2009/9/15,,,,,,
2009/9/16,,,,,,
2009/9/17,,,,,,
2009/9/18,,,,,,
2009/9/19,,,,,,
2009/9/20,,,,,,
2009/9/21,1067.14,1080.15,1041.17,1044.38,5081302000,1044.38
2009/9/22,,,,,,
2009/9/23,,,,,,
2009/9/24,,,,,,
2009/9/25,,,,,,
2009/9/26,,,,,,
2009/9/27,,,,,,
2009/9/28,1045.38,1069.62,1019.95,1025.21,5210080000,1025.21
2009/9/29,,,,,,
2009/9/30,,,,,,
2009/10/1,,,,,,
2009/10/2,,,,,,
2009/10/3,,,,,,
2009/10/4,,,,,,
2009/10/5,1026.87,1071.51,1025.92,1071.49,4466710000,1071.49
2009/10/6,,,,,,
2009/10/7,,,,,,
2009/10/8,,,,,,
2009/10/9,,,,,,
2009/10/10,,,,,,
2009/10/11,,,,,,
2009/10/12,1071.63,1096.56,1066.71,1087.68,4740370000,1087.68
2009/10/13,,,,,,
2009/10/14,,,,,,
2009/10/15,,,,,,
2009/10/16,,,,,,
2009/10/17,,,,,,
2009/10/18,,,,,,
2009/10/19,1088.22,1101.36,1074.31,1079.6,5118466000,1079.6
2009/10/20,,,,,,
2009/10/21,,,,,,
2009/10/22,,,,,,
2009/10/23,,,,,,
2009/10/24,,,,,,
2009/10/25,,,,,,
2009/10/26,1080.36,1091.75,1033.38,1036.19,6081714000,1036.19
2009/10/27,,,,,,
2009/10/28,,,,,,
2009/10/29,,,,,,
2009/10/30,,,,,,
2009/10/31,,,,,,
2009/11/1,,,,,,
2009/11/2,1036.18,1071.48,1029.38,1069.3,5290226000,1069.3
2009/11/3,,,,,,
2009/11/4,,,,,,
2009/11/5,,,,,,
2009/11/6,,,,,,
2009/11/7,,,,,,
2009/11/8,,,,,,
2009/11/9,1072.31,1105.37,1072.31,1093.48,4218872000,1093.48
2009/11/10,,,,,,
2009/11/11,,,,,,
2009/11/12,,,,,,
2009/11/13,,,,,,
2009/11/14,,,,,,
2009/11/15,,,,,,
2009/11/16,1094.13,1113.69,1086.81,1091.38,4122504000,1091.38
2009/11/17,,,,,,
2009/11/18,,,,,,
2009/11/19,,,,,,
2009/11/20,,,,,,
2009/11/21,,,,,,
2009/11/22,,,,,,
2009/11/23,1094.86,1112.38,1083.74,1091.49,3232000000,1091.49
2009/11/24,,,,,,
2009/11/25,,,,,,
2009/11/26,,,,,,
2009/11/27,,,,,,
2009/11/28,,,,,,
2009/11/29,,,,,,
2009/11/30,1091.07,1119.13,1086.25,1105.98,4535468000,1105.98
2009/12/1,,,,,,
2009/12/2,,,,,,
2009/12/3,,,,,,
2009/12/4,,,,,,
2009/12/5,,,,,,
2009/12/6,,,,,,
2009/12/7,1105.52,1110.72,1085.89,1106.41,4150876000,1106.41
2009/12/8,,,,,,
2009/12/9,,,,,,
2009/12/10,,,,,,
2009/12/11,,,,,,
2009/12/12,,,,,,
2009/12/13,,,,,,
2009/12/14,1107.84,1116.21,1093.88,1102.47,5672874000,1102.47
2009/12/15,,,,,,
2009/12/16,,,,,,
2009/12/17,,,,,,
2009/12/18,,,,,,
2009/12/19,,,,,,
2009/12/20,,,,,,
2009/12/21,1105.31,1126.48,1105.31,1126.48,3013262500,1126.48
2009/12/22,,,,,,
2009/12/23,,,,,,
2009/12/24,,,,,,
2009/12/25,,,,,,
2009/12/26,,,,,,
2009/12/27,,,,,,
2009/12/28,1127.53,1130.38,1114.81,1115.1,2390427500,1115.1
2009/12/29,,,,,,
2009/12/30,,,,,,
2009/12/31,,,,,,
2010/1/1,,,,,,
2010/1/2,,,,,,
2010/1/3,,,,,,
2010/1/4,1116.56,1145.39,1116.56,1144.98,4223070000,1144.98
2010/1/5,,,,,,
2010/1/6,,,,,,
2010/1/7,,,,,,
2010/1/8,,,,,,
2010/1/9,,,,,,
2010/1/10,,,,,,
2010/1/11,1145.96,1150.41,1131.39,1136.03,4363246000,1136.03
2010/1/12,,,,,,
2010/1/13,,,,,,
2010/1/14,,,,,,
2010/1/15,,,,,,
2010/1/16,,,,,,
2010/1/17,,,,,,
2010/1/18,,,,,,
2010/1/19,1136.03,1150.45,1090.18,1091.76,5654582400,1091.76
2010/1/20,,,,,,
2010/1/21,,,,,,
2010/1/22,,,,,,
2010/1/23,,,,,,
2010/1/24,,,,,,
2010/1/25,1092.4,1103.69,1071.59,1073.87,5079534000,1073.87
2010/1/26,,,,,,
2010/1/27,,,,,,
2010/1/28,,,,,,
2010/1/29,,,,,,
2010/1/30,,,,,,
2010/1/31,,,,,,
2010/2/1,1073.89,1104.73,1044.5,1066.19,5082238000,1066.19
2010/2/2,,,,,,
2010/2/3,,,,,,
2010/2/4,,,,,,
2010/2/5,,,,,,
2010/2/6,,,,,,
2010/2/7,,,,,,
2010/2/8,1065.51,1080.04,1056.51,1075.51,4403416000,1075.51
2010/2/9,,,,,,
2010/2/10,,,,,,
2010/2/11,,,,,,
2010/2/12,,,,,,
2010/2/13,,,,,,
2010/2/14,,,,,,
2010/2/15,,,,,,
2010/2/16,1079.13,1112.42,1079.13,1109.17,4040725000,1109.17
2010/2/17,,,,,,
2010/2/18,,,,,,
2010/2/19,,,,,,
2010/2/20,,,,,,
2010/2/21,,,,,,
2010/2/22,1110,1112.29,1086.02,1104.49,4194034000,1104.49
2010/2/23,,,,,,
2010/2/24,,,,,,
2010/2/25,,,,,,
2010/2/26,,,,,,
2010/2/27,,,,,,
2010/2/28,,,,,,
2010/3/1,1105.36,1139.38,1105.36,1138.7,4002330000,1138.7
2010/3/2,,,,,,
2010/3/3,,,,,,
2010/3/4,,,,,,
2010/3/5,,,,,,
2010/3/6,,,,,,
2010/3/7,,,,,,
2010/3/8,1138.4,1153.41,1134.9,1149.99,4805318000,1149.99
2010/3/9,,,,,,
2010/3/10,,,,,,
2010/3/11,,,,,,
2010/3/12,,,,,,
2010/3/13,,,,,,
2010/3/14,,,,,,
2010/3/15,1148.53,1169.84,1141.45,1159.9,4588800000,1159.9
2010/3/16,,,,,,
2010/3/17,,,,,,
2010/3/18,,,,,,
2010/3/19,,,,,,
2010/3/20,,,,,,
2010/3/21,,,,,,
2010/3/22,1157.25,1180.69,1152.88,1166.59,4751278000,1166.59
2010/3/23,,,,,,
2010/3/24,,,,,,
2010/3/25,,,,,,
2010/3/26,,,,,,
2010/3/27,,,,,,
2010/3/28,,,,,,
2010/3/29,1167.71,1181.43,1165.77,1178.1,4237947500,1178.1
2010/3/30,,,,,,
2010/3/31,,,,,,
2010/4/1,,,,,,
2010/4/2,,,,,,
2010/4/3,,,,,,
2010/4/4,,,,,,
2010/4/5,1178.71,1194.66,1175.12,1194.37,4461554000,1194.37
2010/4/6,,,,,,
2010/4/7,,,,,,
2010/4/8,,,,,,
2010/4/9,,,,,,
2010/4/10,,,,,,
2010/4/11,,,,,,
2010/4/12,1194.94,1213.92,1186.77,1192.13,5974902000,1192.13
2010/4/13,,,,,,
2010/4/14,,,,,,
2010/4/15,,,,,,
2010/4/16,,,,,,
2010/4/17,,,,,,
2010/4/18,,,,,,
2010/4/19,1192.06,1217.28,1183.68,1217.28,5800096000,1217.28
2010/4/20,,,,,,
2010/4/21,,,,,,
2010/4/22,,,,,,
2010/4/23,,,,,,
2010/4/24,,,,,,
2010/4/25,,,,,,
2010/4/26,1217.07,1219.8,1181.62,1186.69,6310456000,1186.69
2010/4/27,,,,,,
2010/4/28,,,,,,
2010/4/29,,,,,,
2010/4/30,,,,,,
2010/5/1,,,,,,
2010/5/2,,,,,,
2010/5/3,1188.58,1205.13,1065.79,1110.88,7683886000,1110.88
2010/5/4,,,,,,
2010/5/5,,,,,,
